airport_ident,le_ident,le_lat,le_lon,le_heading_deg,he_ident,he_lat,he_lon,he_heading_deg,length_ft,width_ft,surface,closed
09MI,H1,,,,,,,,40,40,CONC,0
09MO,E,,,,W,,,,1320,50,TURF,0
09MT,7,,,,25,,,,4018,50,Turf,0
09N,02,,,,20,,,,1863,75,TURF-F,0
09NC,16,,,,34,,,,2400,80,TURF,0
09NE,18,,,,36,,,,2500,50,TURF,0
09NJ,H1,,,,,,,,100,100,TURF,0
09NR,9,,,,27,,,,1800,35,Turf,0
09NR,H1,,,,H1,,,,24,24,CON,0
09NR,H2,,,,H2,,,,24,24,CON,0
09NV,H1,,,,,,,,40,40,CON,0
09NY,H1,,,,,,,,100,100,ASPH,0
09OH,H1,,,,,,,,35,35,Concrete/Dirt,0
09OK,01,,,,19,,,,2500,50,TURF,0
09OR,H1,,,,,,,,50,50,TURF,0
09PA,06,,,,24,,,,2300,100,TURF,0
09S,16,48.8433,-117.284,,34,48.8385,-117.284,,1765,100,TURF-P,0
09TA,17,,,,35,,,,1600,40,TURF-P,0
09TE,16,,,,34,,,,2815,45,TURF-F,0
09TN,H1,,,,,,,,80,80,CONC,0
09TS,09,29.4824,-103.171,90.0,27,29.4824,-103.158,,4083,42,ASPH,0
09TX,10,,,,28,,,,2340,120,TURF,0
09TX,14,,,,32,,,,1220,120,TURF,0
09TX,E,,,,W,,,,5200,120,TURF,0
09VA,05,,,,23,,,,1100,50,TURF,0
09VG,H1,,,,,,,,96,60,CONC,0
09W,H1,,,,,,,,60,60,ASPH-G,0
09WA,H1,,,,,,,,60,60,CONC,0
09WI,N,,,,S,,,,2500,100,TURF,0
09XS,H1,,,,,,,,90,90,CONC,0
0AA7,18,,,,36,,,,2539,100,Turf,0
0AK0,08,,,,26,,,220.6,1050,70,TURF-G,0
0AK1,06W,,,,24W,,,,2800,500,WATER,0
0AK1,08,,,,26,,,,1800,40,GRAVEL,0
0AK2,03,,,,21,,,,1000,150,TURF-DIRT,0
0AK3,14,,,,32,,,,1000,40,TURF,0
0AK5,02,,,,20,,,,1550,120,TURF,0
0AK6,11,,,,29,,,,1800,70,DIRT,0
0AK7,06,,,,24,,,,2400,75,GRVL,0
0AK9,17,,,,35,,,,2000,30,GRVL,0
0AL0,H1,,,,,,,,90,90,ASPH,0
0AL1,17,,,,35,,,,2640,70,TURF,0
0AL2,H1,,,,,,,,24,21,CONC,0
0AL3,H1,,,,,,,,24,24,CONC,0
0AL4,H1,,,,,,,,30,30,CONC,0
0AL5,15,,,,33,,,,2200,100,TURF,0
0AL6,H1,,,,,,,,49,49,ASPH,0
0AL7,H1,,,,,,,,30,30,CONC,0
0AL8,H1,,,,,,,,55,55,ASPH,0
0AL9,09,,,,27,,,,2200,50,TURF,0
0AR0,H1,,,,,,,,60,60,ASPH,0
0AR2,18,,,,36,,,,2800,60,TURF-GRVL,0
0AR4,H1,,,,,,,,11,11,ASPH,0
0AR5,H1,,,,,,,,42,42,CONC,0
0AR6,H1,,,,,,,,20,20,CONC,0
0AR8,H1,,,,,,,,30,30,CONC,0
0AR9,H1,,,,,,,,10,10,ASPH,0
0AZ0,H1,,,,,,,,40,40,MATS,0
0AZ2,12,33.7794,-113.644,131.0,30,33.7767,-113.64,,1500,100,GRVL,0
0AZ2,17,33.7828,-113.641,183.0,35,33.7733,-113.642,,3500,42,ASPH,0
0AZ4,01,,,,19,,,,2900,130,TURF,0
0AZ5,17,,,,35,,,,2600,60,ASPH-DIRT,0
0AZ6,H1,,,,,,,,40,45,CONC,0
0AZ6,H2,,,,,,,,40,45,CONC,0
0AZ6,H3,,,,,,,,40,45,CONC,0
0B2,01,44.7615,-68.7671,348.0,19,44.7662,-68.7685,168.0,1730,30,TURF-F,0
0B7,04,,,,22,,,,2575,30,ASPH-E,0
0C1,02,39.4847,-94.7818,19.0,20,39.4909,-94.7792,199.0,2375,35,ASPH-TRTD-P,0
0C2,09,41.7709,-88.7084,,27,41.7709,-88.6987,,2640,100,TURF-G,0
0C5,18,43.5816,-85.2806,180.0,36,43.5712,-85.2806,,3800,100,TURF-G,0
0C7,18,41.5273,-89.1329,,36,41.5164,-89.1324,,3980,200,TURF-G,0
0C8,18,41.5234,-88.6051,,36,41.5156,-88.6051,,2831,180,TURF-G,0
0CA2,H1,,,,,,,,45,45,CONC,0
0CA3,10,34.5903,-120.0189,,28,34.5876,-120.0123,,2100,20,ASPH,0
0CA4,06,,,,24,,,,3600,50,TREATED,0
0CA5,11,,,,29,,,,1400,30,ASPH,0
0CA6,04,32.7477,-116.0198,,22,32.7512,-116.0127,,2400,40,ASPH,0
0CA9,16,35.5994,-120.339,173.0,34,35.5903,-120.338,,3300,60,ASPH,0
0CD0,H1,,,,,,,,50,50,CONC,0
0CD1,H1,,,,,,,,45,45,MATS,0
0CD2,08,,,,26,,,,2500,50,TURF-P,0
0CD2,17,,,,35,,,,5000,100,TURF-F,0
0CD4,H1,,,,,,,,25,25,MATS,0
0CD5,04,,,,22,,,,5050,130,GRVL,0
0CD6,H1,,,,,,,,40,40,CONC,0
0CD7,06,,,,24,,,,956,300,TURF-G,0
0CD8,H1,,,,,,,,50,50,CONC-G,0
0CD9,H1,,,,,,,,50,50,CONC,0
0CL0,17,,,,35,,,,3720,75,DIRT,0
0CL1,07,,,,25,,,,3360,100,DIRT,0
0CL1,16,,,,34,,,,2040,100,DIRT,0
0CL3,05,,,,23,,,,1800,50,DIRT,0
0CL3,09,,,,27,,,,2036,30,DIRT,0
0CL4,H1,,,,,,,,50,50,CONC,0
0CL5,H1,,,,,,,,58,58,CONC,0
0CL6,09,,,,27,,,,1900,70,DIRT,0
0CL7,H1,,,,,,,,65,65,CONC,0
0CL8,06,,,,24,,,,3500,80,TURF,0
0CL8,H1,,,,,,,,80,80,SAND,0
0CL9,H1,,,,,,,,20,20,CONC,0
0CO0,H1,,,,,,,,100,100,TURF,0
0CO1,N,,,,S,,,,2500,50,TURF,0
0CO2,11,38.8544,-106.938,121.1,29,38.8488,-106.926,,4000,40,ASPH,0
0CO4,H1,,,,,,,,120,108,CONC,0
0CO6,02,,,,20,,,,4500,150,TURF,0
0CO6,10,,,,28,,,,4000,150,TURF,0
0CO7,H1,,,,,,,,152,64,ASPH,0
0CO8,17,,,,35,,,,2000,30,DIRT,0
0CO9,E,,,,W,,,,2600,50,GRVL-DIRT,0
0CT0,H1,,,,,,,,36,36,CONC,0
0CT1,H1,,,,,,,,50,50,ASPH,0
0CT2,H1,,,,,,,,40,40,ASPH,0
0CT3,H1,,,,,,,,60,60,CONC,0
0CT5,H1,,,,,,,,50,50,CONC,0
0CT6,H1,,,,,,,,65,65,ASPH,0
0CT7,H1,,,,,,,,66,48,CONC,0
0CT8,H1,,,,,,,,60,60,ASPH,0
0CT9,H1,,,,,,,,60,75,CONC,0
0D7,09,40.7906,-83.8326,,27,40.7906,-83.8255,,1955,110,TURF-G,0
0E9,09,,,,27,,,,3270,80,TURF-F,0
0E9,11W,,,,29W,,,,3000,100,WATER,0
0FA0,H1,,,,,,,,200,150,TURF,0
0FA1,09,,,,27,,,,1800,75,TURF,0
0FA2,H2,,,,,,,,50,50,CONC,0
0FA3,H1,,,,,,,,20,20,CON,0
0FA6,H1,,,,,,,,45,45,Roof/Top,0
0FD0,09,,,,27,,,,4000,75,TURF,0
0FD1,H1,,,,,,,,50,40,ASPH,0
0FD2,H1,,,,,,,,48,48,CONC,0
0FD3,08,,,,26,,,,2100,50,TURF,0
0FD3,13,,,,31,,,,4000,40,TURF,0
0FD5,09,,,,27,,,,2100,100,TURF,0
0FD9,04,,,,22,,,,1975,60,TURF,0
0FL0,14,,,,32,,,,2300,100,TURF,0
0FL1,NWA,,,,NWD,,,,65,65,Deck,0
0FL3,H1,,,,,,,,60,60,CONC,0
0FL6,18,,,,36,,,,500,60,TURF,0
0FL7,H1,,,,,,,,35,35,CONC,0
0FL9,09,,,,27,,,,3400,116,TURF,0
0FL9,17,,,,35,,,,2750,100,TURF,0
0G0,10,43.1033,-78.7086,91.0,28,43.1031,-78.6981,271.0,2830,50,ASPH-F,0
0GA0,01,,,,19,,,,2150,50,TURF,0
0GA1,13,,,,31,,,,2000,75,TURF,0
0GA2,08,,,,26,,,,2600,60,TURF,0
0GA3,18,,,,36,,,,2000,100,TURF,0
0GA5,H1,,,,,,,,100,100,TURF,0
0GA6,15,,,,33,,,,2100,150,TURF,0
0GA8,03,,,,21,,,,3000,100,TURF,0
0GA9,07,,,,25,,,,3500,125,TURF,0
0GE0,02,,,,20,,,,2000,30,TURF,0
0GE1,04,,,,22,,,,3000,40,GRVL-TRTD-P,0
0GE3,06,,,,24,,,,2000,50,TURF,0
0GE4,09,,,,27,,,,1045,80,TURF,0
0GE4,18,,,,36,,,,1000,80,TURF,0
0GE5,N,,,,S,,,,2500,130,TURF,0
0GE7,01,,,,19,,,,3000,90,TURF,0
0GE9,03,,,,21,,,,2000,100,TURF,0
0H7,10,40.4223,-91.7114,,28,40.4211,-91.7019,,2680,115,TURF-G,0
0I2,09,39.4768,-87.1049,91.0,27,39.4767,-87.0945,271.0,2941,40,ASPH-G,0
0IA0,H1,,,,,,,,65,65,CONC,0
0IA1,H1,,,,,,,,42,42,CONC-G,0
0IA2,H1,,,,,,,,60,50,CONC,0
0IA4,09,,,,27,,,,3000,80,TURF,0
0IA5,17,,,,35,,,,2000,60,TURF,0
0IA7,H1,,,,,,,,145,145,CONC,0
0IA7,H2,,,,,,,,45,40,CONC,0
0IA8,18,,,,36,,,,1280,70,TURF,0
0IA9,H1,,,,,,,,50,50,TURF,0
0ID0,07,,,,25,,,,3000,80,TURF,0
0ID1,10,,,,28,,,,1900,75,TURF-G,0
0ID2,11,44.4459,-113.785,110.0,29,44.4398,-113.761,,7507,75,ASPH,0
0ID3,07,,,,25,,,,2640,50,DIRT,0
0ID4,04,,,,22,,,,3150,80,TURF,0
0ID5,05,,,,23,,,,1460,40,TURF-DIRT-F,0
0ID6,H1,,,,,,,,40,40,CONC,0
0ID7,02,,,,20,,,,2600,50,DIRT,0
0ID8,09,,,,27,,,,800,50,TURF,0
0ID9,6,46.7844,-116.4756,,24,46.7861,-116.4711,,2308,60,Turf/Dirt,0
0II0,E,,,,W,,,,1500,50,TURF,0
0II2,09,,,,27,,,,1300,75,TURF,0
0II7,N,,,,S,,,,2500,100,TURF,0
0II8,01,,,,19,,,,1400,100,TURF-G,0
0II9,18,,,,36,,,,1600,75,TURF,0
0IL0,H1,,,,,,,,30,30,CONC-G,0
0IL1,H1,,,,,,,,90,90,CONC,0
0IL2,18,,,,36,,,,1600,100,TURF-G,0
0IL4,H1,,,,,,,,40,40,CONC-G,0
0IL6,H1,,,,,,,,40,40,CONC,0
0IL6,H2,,,,,,,,40,40,CONC,0
0IL7,18,39.7857,-88.5467,,36,39.7801,-88.5467,,2024,100,Turf,0
0IL9,E,,,,W,,,,2800,100,TURF,0
0IN1,15,,,,33,,,,2000,75,TURF,0
0IN2,09,,,,27,,,,1300,60,TURF,0
0IN2,18,,,,36,,,,2900,60,TURF,0
0IN4,NW,,,,SE,,,,2440,30,ASPH,0
0IN5,09,,,,27,,,,1200,150,TURF,0
0IN9,E,,,,W,,,,2400,100,TURF,0
0IS0,H1,,,,,,,,40,40,ASPH,0
0IS2,H1,,,,,,,220.0,60,60,CONC,0
0IS3,18,,,,36,,,,2500,60,TURF-GRVL,0
0IS6,H1,,,,,,,,100,100,CONC,0
0IS9,H1,,,,,,,,500,500,TURF,0
0J0,17,31.6041,-85.2388,,35,31.5962,-85.2375,,2915,80,ASPH-G,0
0J8,18,,,,36,,,,3917,175,TURF-F,0
0JY9,H1,,,,,,,,50,40,CON,0
0K6,17,,,,35,,,,1575,150,TURF-G,0
0KS0,17,,,,35,,,,2600,100,TURF,0
0KS4,18,,,,36,,,,2150,65,TURF,0
0KS7,18,,,,36,,,,2000,75,TURF,0
0KS8,17,,,,35,,,,1550,40,TURF,0
0KS9,05,,,,23,,,,3000,150,TURF,0
0KY0,13,,,,31,,,,2300,80,TURF,0
0KY1,10,36.7661,-86.6237,98.0,28,36.765,-86.6129,,3408,75,ASPH,0
0KY4,18,,,,36,,,,1675,75,TURF,0
0KY5,07,,,,25,,,,2800,100,TURF,0
0KY7,N,,,,S,,,,2200,60,TURF,0
0L4,18,,,,36,,,,6100,80,DIRT-G,0
0L6,H1,,,,,,,,50,50,CONC-G,0
0LA0,H1,,,,,,,,25,25,CONC,0
0LA1,17,,,,35,,,,3000,100,TURF,0
0LA3,09,,,,27,,,,2700,180,TURF,0
0LA4,H1,,,,,,,,40,40,CONC,0
0LA5,H1,,,,,,,,400,400,CONC,0
0LA7,H1,,,,,,,,750,25,ASPH,0
0LA8,H1,,,,,,,,50,50,CONC,0
0LA9,17,,,,35,,,,3600,100,TURF,0
0LL0,09,,,,27,,,,2030,70,TURF,0
0LL1,18,,,,36,,,,2500,120,TURF,0
0LL2,E,,,,W,,,,2600,75,TURF,0
0LL3,06,,,,24,,,,2000,100,TURF,0
0LL4,09,,,,27,,,,2143,100,TURF,0
0LL5,E,,,,W,,,,2230,70,TURF,0
0LL6,E,,,,W,,,,2600,70,TURF,0
0LL7,H1,,,,,,,,40,40,ASPH,0
0LS0,02,,,,20,,,,3000,144,TURF,0
0LS3,H1,,,,,,,,100,100,TURF,0
0LS5,18,,,,36,,,,650,75,TURF,0
0LS7,04,,,,22,,,,3000,100,TURF-G,0
0LS8,18,,,,36,,,,2500,140,TURF,0
0LS9,18,,,,36,,,,1530,75,TURF-GRVL-P,0
0MA1,H1,,,,,,,,60,60,ASPH,0
0MA2,H1,,,,,,,,60,60,ASPH,0
0MA3,H1,,,,,,,,1600,1600,ASPH,0
0MA4,H1,,,,,,,,40,40,CONC,0
0MA5,H1,,,,,,,,100,100,SOD,0
0MA6,H1,,,,,,,,50,50,ASPH,0
0MA9,H1,,,,,,,,25,25,TURF,0
0MD0,H1,,,,,,,,79,64,CONC,0
0MD1,08,,,,26,,,,3000,50,TURF,0
0MD2,12,,,,30,,,,2200,30,TURF,0
0MD2,H1,,,,,,,,75,75,TURF,0
0MD4,18,,,,36,,,320.0,2600,100,TURF,0
0MD6,05,,,,23,,,,1800,60,TURF,0
0MD7,H1,,,,,,,,100,100,TURF,0
0MD9,H1,,,,,,,,55,55,CONC,0
0ME4,16,,,,34,,,,2000,110,TURF,0
0MI1,E,,,,W,,,,3500,50,TURF,0
0MI3,04,,,,22,,,,1800,100,TURF,0
0MI3,13,,,,31,,,,2400,100,TURF,0
0MI3,18,,,,36,,,,3700,150,TURF,0
0MI4,N,,,,S,,,,3000,80,TURF,0
0MI6,18,,,,36,,,,2200,300,TURF,0
0MI7,H1,,,,,,,,35,35,CONC,0
0MI8,17,44.8946,-84.3011,170.0,35,44.8906,-84.2999,350.0,1600,100,Torf,0
0MI8,4,44.891,-84.3011,36.0,22,44.8972,-84.2948,216.0,2800,100,Turf,0
0MI9,H1,,,,,,,,50,50,CONC,0
0MN7,H1,,,,,,,,120,100,ASPH,0
0MN8,18,,,,36,,,,2557,75,Turf,0
0MO0,12,,,,30,,,,1685,120,TURF,0
0MO1,08,,,,26,,,,2100,50,TURF,0
0MO2,01,,,,19,,,,1200,40,TURF,0
0MO4,H1,,,,,,,,18,18,CONC,0
0MO5,N,,,,S,,,,1800,60,TURF,0
0MO7,H1,,,,,,,,65,65,CONC,0
0MO8,17,,,,35,,,,2600,130,TURF,0
0MS0,04,32.4716,-88.62,40.0,22,32.4784,-88.6133,310.3,3200,100,ASPH,0
0MS2,18,,,,36,,,,2300,75,TURF,0
0MS3,H1,,,,,,,,30,30,CONC,0
0MS6,H1,,,,,,,,240,150,TURF-G,0
0MS8,18,,,,36,,,,4000,75,TURF,0
0MS9,12,,,,30,,,,3200,50,TURF,0
0MT1,03,,,,21,,,,1500,30,DIRT,0
0MT2,H1,,,,,,,,30,30,CONC,0
0MT3,H1,,,,,,,,40,40,TURF,0
0MT4,NE,,,,SW,,,,1000,60,TURF,0
0MT5,17,,,,35,,,,750,40,TURF,0
0MT6,08,,,,26,,,,2400,50,TURF,0
0MT7,14,,,,32,,,,3800,50,TURF,0
0MT8,H1,,,,,,,,100,60,ASPH-TURF,0
0MT9,12,,,,30,,,,1500,52,TURF,0
0MU1,09,,,,27,,,,2000,75,TURF,0
0MU2,H1,,,,,,,,20,20,CONC,0
0MU3,H1,,,,,,,,60,60,CONC,0
0MU4,11,,,,29,,,,1700,60,TURF,0
0MU5,H1,,,,,,,,30,30,CONC,0
0MU6,H1,,,,,,,,60,60,CONC,0
0MU7,18,,,,36,,,,2600,60,TURF,0
0MU8,16,,,,34,,,,800,60,TURF,0
0MY0,H1,,,,,,,,200,60,GRVL,0
0MY1,H1,,,,,,,,30,30,CONC,0
0N0,18,39.2936,-94.4419,,36,39.286,-94.443,,2780,20,ASPH-G,0
0N4,04,39.1992,-75.4875,,22,39.2054,-75.4834,,2533,28,ASPH-P,0
0N5,H1,,,,,,,,60,60,ASPH-G,0
0N6,15,39.0151,-75.5361,,33,39.0106,-75.5318,,2048,40,TURF-G,0
0NA1,08,,,,26,,,,3400,70,TURF,0
0NA5,17,,,,35,,,,2200,60,TURF,0
0NA9,13,,,,31,,,,2200,50,TURF,0
0NC0,H1,,,,,,,,50,50,CONC,0
0NC2,H1,,,,,,,,78,65,CONC,0
0NC3,H1,,,,,,,,70,70,TURF,0
0NC4,H1,,,,,,,,70,70,CONC,0
0NC5,H1,,,,,,,,40,40,CONC,0
0NC6,H1,,,,,,,,200,150,TURF,0
0NC7,03,,,,21,,,,1700,75,TURF,0
0NC8,03,,,,21,,,,2300,100,TURF,0
0NC9,H1,,,,,,,,60,60,CONC,0
0ND0,17,,,,35,,,,2600,50,TURF,0
0ND6,08,,,,26,,,,1600,25,TURF,0
0ND7,N,,,,S,,,,2600,60,TURF,0
0NE0,NE,,,,SW,,,,2300,100,TURF,0
0NE0,NW,,,,SE,,,,1800,100,TURF,0
0NE1,E,,,,W,,,,2500,50,TURF,0
0NE3,H1,,,,,,,,40,40,CONC,0
0NE4,H1,,,,,,,,30,30,CONC,0
0NE6,17,40.4384,-98.0711,175.9,35,40.4283,-98.0701,,3500,100,ASPH,0
0NJ0,H1,,,,,,,,51,44,MATS,0
0NJ1,H1,,,,,,,,200,200,ASPH-G,0
0NJ2,H1,,,,,,,,200,100,TURF,0
0NJ3,H1,,,,,,,,305,140,ASPH-TURF,0
0NJ4,H1,,,,,,,,40,35,CONC,0
0NJ6,E,,,,W,,,,2950,100,TURF,0
0NJ7,H1,,,,,,,,75,75,GRAVEL,0
0NJ8,H1,,,,,,,,75,75,ASPH,0
0NJ9,H1,,,,,,,,85,85,ASPH,0
0NK0,11,,,,29,,,,1700,40,TURF,0
0NK1,18,,,,36,,,,2100,100,TURF,0
0NK2,10,,,,28,,,,3000,100,TURF,0
0NK3,16,,,,34,,,,2700,75,TURF,0
0NK4,H1,,,,,,,,40,40,CONC,0
0NK6,14,,,,32,,,,1265,40,Turf,0
0NK6,16,,,,34,,,,1440,40,Turf,0
0NK7,H1,,,,,,,,50,50,CONC-G,0
0NM0,08,,,,26,,,,4210,250,GRAVEL,0
0NM7,03,,,,21,,,,4000,60,TURF-GRVL-F,0
0NM7,17,,,,35,,,,7500,60,TURF-GRVL-F,0
0NV1,H1,,,,,,,,40,40,CONC,0
0NY0,NW,,,,SE,,,,3000,150,TURF,0
0NY1,03,,,,21,,,,1360,125,TURF,0
0NY3,13,,,,31,,,,1600,100,GRAVEL,0
0NY4,H1,,,,,,,,35,35,Asph/Conc,0
0NY6,H1,,,,,,,,25,25,CONC,0
0NY7,04,,,,22,,,,2000,75,GRAVEL,0
0NY8,09,,,,27,,,,1700,100,TURF,0
0O4,16,39.9473,-122.171,180.0,34,39.9399,-122.171,360.0,2702,50,ASPH-F,0
0O9,06,41.845,-123.99,,24,41.8462,-123.979,,2990,50,ASPH-G,0
0OH1,H1,,,,,,,,40,40,TURF,0
0OH3,H1,,,,,,,,70,70,CONC,0
0OH6,04,,,,22,,,,800,50,TURF,0
0OH8,03,40.1846,-84.2583,24.8,21,40.1921,-84.2538,,3000,50,ASPH,0
0OI0,H1,,,,,,,,12,12,CONC,0
0OI2,14,,,,32,,,,2200,80,TURF,0
0OI3,09,,,,27,,,,1900,70,TURF,0
0OI6,18,,,,36,,,,2600,50,TURF,0
0OI9,10,,,,28,,,,1100,100,TURF,0
0OK1,N,,,,S,,,,2300,60,TURF,0
0OK3,16,35.6261,-98.5239,170.4,34,35.6128,-98.5211,,5000,30,ASPH,0
0OK4,04,,,,22,,,,2350,40,GRVL,0
0OK5,N,,,,S,,,,2000,100,TURF,0
0OK6,18,,,,36,,,,2400,90,TURF,0
0OK7,H1,,,,,,,,50,50,CONC,0
0OR0,H1,,,,,,,,40,40,ASPH,0
0OR2,H1,,,,,,,,50,50,TURF,0
0OR3,10,,,,28,,,,1950,100,GRAVEL,0
0OR4,H1,,,,,,,,60,60,ASPH,0
0OR6,16,,,,34,,,,2900,40,DIRT,0
0OR7,16,,,,34,,,,1800,40,TURF,0
0OR8,07,,,,25,,,,2500,75,TURF-F,0
0OR9,16,,,,34,,,,1900,25,ASPH,0
0P1,16,39.8352,-99.5695,,34,39.8282,-99.5674,,2590,128,TURF-P,0
0P2,06U,,,,24U,,,,1000,100,TURF-E,0
0P2,15,,,,33,,,,1000,100,TURF-E,0
0PA0,01,,,,19,,,,1716,300,TURF,0
0PA0,07,,,,25,,,,2450,300,TURF,0
0PA0,13,,,,31,,,,1400,300,TURF,0
0PA1,H1,,,,,,,,80,80,ASPH,0
0PA2,11,,,,29,,,,1200,100,TURF,0
0PA3,17,,,,35,,,,1977,100,TURF,0
0PA4,18,,,,36,,,,1515,100,TURF,0
0PA5,10,,,,28,,,,2550,125,TURF-F,0
0PA6,NE,,,,SW,,,,1800,100,TURF,0
0PA8,H1,,,,,,,,90,90,CONC,0
0PA9,H1,,,,,,,,200,200,ASPH,0
0PN0,04,,,,22,,,,1200,100,TURF,0
0PN3,H1,,,,,,,,80,80,CONC,0
0PN4,07,,,,25,,,,500,100,TURF-G,0
0PN5,E,,,,W,,,,2400,100,TURF,0
0PN6,NE,,,,SW,,,,1730,100,TURF,0
0PN7,13,,,,31,,,,2800,100,TURF-G,0
0PN8,NE,,,,SW,,,,2000,100,TURF,0
0PS0,01,,,,19,,,,2200,100,TURF,0
0PS3,06,,,,24,,,,1800,100,TURF,0
0PS4,06,,,,24,,,,2400,100,TURF,0
0PS5,H1,,,,,,,,30,30,CONC,0
0PS6,H1,,,,,,,,120,40,TURF,0
0PS7,08,,,,26,,,,1900,150,TURF,0
0PS8,H1,,,,,,,,65,60,CONC,0
0PS9,H1,,,,,,,,35,35,ASPH,0
0Q3,07,38.2233,-122.453,,25,38.2233,-122.443,,2700,45,ASPH-G,0
0Q3,17,38.2271,-122.453,,35,38.2229,-122.453,,1513,50,ASPH-G,0
0Q4,10,36.5825,-119.661,,28,36.5792,-119.653,,2206,50,ASPH-F,0
0Q9,08,38.2579,-122.438,,26,38.2569,-122.43,,2490,40,ASPH-F,0
0R2,18,38.4064,-93.3321,,36,38.3983,-93.3325,,2940,125,TURF-G,0
0R7,17,31.9972,-93.3079,180.0,35,31.9834,-93.3079,,5000,75,ASPH-G,0
0S1,17,,,,35,,,,2830,100,TURF-P,0
0S5,15,46.2418,-116.239,,33,46.2353,-116.238,,2400,30,ASPH-G,0
0SD0,15,,,,33,,,,3000,100,TURF,0
0SD1,08,,,,26,,,,1726,60,TURF,0
0SD2,H1,,,,,,,,40,40,CONC,0
0SD3,09,,,,27,,,,3700,50,GRAVEL,0
0SD4,H1,,,,,,,,60,60,ASPH,0
0SD5,H1,,,,,,,,16,16,CONC,0
0SD7,NW,,,,SE,,,,2000,50,TURF,0
0SD9,H1,,,,,,,,20,20,WOOD,0
0TA0,H1,,,,,,,,100,100,ASPH,0
0TA2,E,,,,W,,,,2300,60,TURF,0
0TA2,N,,,,S,,,,4000,60,DIRT,0
0TA4,15,,,,33,,,,1742,50,TURF,0
0TA5,H1,,,,,,,,200,150,TURF,0
0TA7,05,30.141,-103.906,58.5,23,30.1482,-103.893,,5000,100,TURF,0
0TA7,12,30.1571,-103.906,128.5,30,30.1482,-103.893,,5200,100,ASPH,0
0TA7,15,30.1613,-103.899,158.5,33,30.1482,-103.893,,5100,100,TURF,0
0TA9,H1,,,,,,,,35,35,CONC,0
0TE0,03,,,,21,,,,2650,50,GRAVEL,0
0TE0,13,,,,31,,,,3250,50,GRAVEL,0
0TE1,H1,,,,,,,,100,100,DIRT,0
0TE2,H1,,,,,,,,800,200,ASPH,0
0TE4,16,31.085,-96.2165,164.6,34,31.077,-96.214,,3000,40,ASPH,0
0TE5,17,27.4419,-99.1875,170.0,35,27.4257,-99.1843,,5992,77,ASPH,0
0TE6,16,,,,34,,,,2575,50,DIRT,0
0TE7,17,30.2604,-98.6234,175.0,35,30.2432,-98.6217,355.0,6291,60,ASPH,0
0TN0,17,,,,35,,,,1750,100,TURF,0
0TN2,05,,,,23,,,,1200,100,TURF,0
0TN3,H1,,,,,,,,30,30,CONC,0
0TN4,H1,,,,,,,,50,50,CONC,0
0TN5,09,,,,27,,,,2350,100,TURF,0
0TN6,08,,,,26,,,,1050,75,TURF,0
0TN7,H1,,,,,,,,45,45,CONC,0
0TN8,H1,,,,,,,,75,75,CONC-G,0
0TN9,H1,,,,,,,,46,46,CONC-G,0
0TS1,17,,,,35,,,,1750,75,TURF,0
0TS4,18,,,,36,,,,1800,60,TURF,0
0TS5,05,,,,23,,,,3200,180,TURF,0
0TS6,H1,,,,,,,,20,20,TURF,0
0TS7,18,,,,36,,,,2800,100,TURF,0
0TS8,ALL,,,,WAY,,,,910,910,TURF-DIRT,0
0TX0,14,,,,32,,,,2800,200,TURF,0
0TX1,18,32.3588,-97.6759,185.4,36,32.3492,-97.6769,,3500,50,ASPH,0
0TX2,H1,,,,,,,,100,100,ASPH,0
0TX3,H1,,,,,,,,20,20,CONC,0
0TX4,H1,,,,,,,,50,50,CONC,0
0TX5,17,,,,35,,,,1800,50,TURF,0
0TX6,14,,,,32,,,,2025,75,TURF,0
0TX8,17,,,,35,,,,2297,75,Turf,0
0TX9,09,,,,27,,,,2300,100,TURF,0
0TX9,18,,,,36,,,,2000,100,TURF,0
0U0,16,,,,34,,,,4000,100,TURF-DIRT-F,0
0U1,02,44.1392,-115.318,,20,44.1452,-115.311,,2850,135,TURF-G,0
0U2,12,43.8069,-113.837,,30,43.797,-113.826,,4700,100,TURF-F,0
0U3,03,44.7428,-114.925,,21,44.7464,-114.918,,2150,15,DIRT-F,0
0U7,05,43.3228,-113.595,,23,43.3247,-113.586,,2500,140,TURF-F,0
0U8,09,44.6121,-113.904,,27,44.6086,-113.886,,4950,200,TURF-F,0
0U9,08,,,,26,,,,2875,60,ASPH-E,0
0VA1,14,,,,32,,,,2000,50,TURF,0
0VA2,14,,,,32,,,,2000,70,TURF,0
0VA3,04,,,,22,,,,2200,70,TURF,0
0VA4,17,,,,35,,,,2100,90,TURF,0
0VA6,H1,,,,,,,,100,100,ASPH,0
0VA8,14,,,,32,,,,1800,80,TURF,0
0VA9,02,,,,20,,,,1000,30,TURF,0
0VI1,05,,,,23,,,,3000,60,TURF,0
0WA0,H1,,,,,,,,48,16,CONC,0
0WA1,16,,,,34,,,,2000,50,TURF,0
0WA2,N,,,,S,,,,2135,80,TURF,0
0WA4,H1,,,,,,,,100,50,ASPH,0
0WA5,H1,,,,,,,,24,12,CONC,0
0WA5,H2,,,,,,,,24,12,TURF,0
0WA6,H1,,,,,,,,70,70,ASPH,0
0WA7,H1,,,,,,,,20,20,CONC,0
0WA8,H1,,,,,,,,40,40,CONC,0
0WA9,H1,,,,,,,,100,100,CONC-G,0
